16,-0.014339047,1.2404567,-0.094124615,-0.041051846,0.014211669,-0.048202317,0.99789244
50,-0.014598443,1.2402467,-0.09460338,-0.04048556,0.014447421,-0.048000883,0.9979219
83,-0.014618204,1.2401669,-0.09401762,-0.040252663,0.012901138,-0.047965895,0.9979542
118,-0.014820233,1.2398381,-0.09356071,-0.040241472,0.011442051,-0.04773586,0.99798346
153,-0.014612345,1.2399216,-0.09438234,-0.040280484,0.01212968,-0.047467645,0.99798656
188,-0.0145820575,1.2397449,-0.094884336,-0.04070072,0.013423758,-0.048846815,0.99788636
223,-0.014367904,1.2396115,-0.095097415,-0.041407414,0.014771205,-0.04976928,0.9977927
257,-0.014296532,1.2403748,-0.09484219,-0.041133307,0.014331668,-0.04893836,0.99785155
292,-0.014476327,1.2413878,-0.094478056,-0.04136579,0.013305951,-0.048976444,0.9978543
326,-0.014818792,1.2421076,-0.09410459,-0.041607648,0.012096495,-0.048299115,0.9978926
359,-0.015519366,1.2422383,-0.09333364,-0.041480735,0.011363763,-0.048184175,0.99791205
394,-0.015837584,1.242393,-0.09202387,-0.04238382,0.009545764,-0.049673956,0.99782014
430,-0.015839403,1.2430843,-0.092404336,-0.04202153,0.009262973,-0.0490923,0.99786687
464,-0.015503654,1.2433598,-0.09232682,-0.041780856,0.00850007,-0.0492158,0.9978777
499,-0.015224151,1.2433046,-0.092690825,-0.042040482,0.008316244,-0.049347587,0.99786186
534,-0.014971503,1.2424814,-0.092742495,-0.041656543,0.008929314,-0.049021047,0.99788874
569,-0.014719089,1.2417684,-0.09119438,-0.041842505,0.009216455,-0.050978523,0.99778026
603,-0.014353262,1.2413989,-0.09120867,-0.040715285,0.009450296,-0.05131115,0.9978077
637,-0.014769784,1.2411118,-0.0904812,-0.03963836,0.009697454,-0.05067877,0.997881
672,-0.013971987,1.2420442,-0.09003846,-0.04035303,0.0088850185,-0.048450053,0.9979706
706,-0.013544048,1.2427206,-0.089761995,-0.04036907,0.008513116,-0.04745178,0.9980211
741,-0.012678037,1.2442223,-0.08944183,-0.03995698,0.008579696,-0.045369674,0.99813396
776,-0.012139474,1.2455764,-0.08916493,-0.041612923,0.008383915,-0.04456976,0.99810404
812,-0.011436276,1.2465317,-0.08886553,-0.041498907,0.008450463,-0.044463035,0.998113
847,-0.010258225,1.2478437,-0.088734716,-0.04244511,0.008823722,-0.044294495,0.99807745
881,-0.009412879,1.2487183,-0.08870514,-0.04371927,0.009734153,-0.044802207,0.9979913
915,-0.008242361,1.2496104,-0.088915996,-0.044080507,0.0109138265,-0.045577433,0.9979281
949,-0.0068311663,1.2506198,-0.08947092,-0.046125874,0.012013529,-0.0465028,0.9977803
983,-0.005457599,1.2518625,-0.08969448,-0.046418503,0.012013549,-0.046759192,0.99775475
1018,-0.0049239704,1.2521031,-0.089972295,-0.04652425,0.012736655,-0.04748056,0.99770683
1052,-0.00404286,1.2525315,-0.09029033,-0.04732108,0.012614566,-0.047748365,0.9976581
1087,-0.0038482882,1.2522713,-0.09045084,-0.047021497,0.012384523,-0.04875599,0.9976264
1121,-0.0032892874,1.2525016,-0.090346724,-0.047259897,0.012011671,-0.049340583,0.99759096
1156,-0.0027018301,1.2525438,-0.090675235,-0.04688234,0.011722723,-0.049149323,0.99762166
1191,-0.0025708866,1.2520952,-0.09081019,-0.047759574,0.011365999,-0.0507732,0.99750286
1226,-0.0025605748,1.2508425,-0.09029561,-0.0476242,0.010036124,-0.051561095,0.9974832
1261,-0.0025453186,1.250409,-0.09084908,-0.04645372,0.009244268,-0.052159213,0.9975149
1295,-0.0017638636,1.2500687,-0.091631934,-0.04611341,0.00846815,-0.05288351,0.99749947
1329,-0.0013249043,1.2490346,-0.092388436,-0.046112094,0.008839463,-0.054741614,0.99739605
1363,-3.1516982E-5,1.2488258,-0.093771085,-0.045589253,0.008406622,-0.055508267,0.99738145
1398,0.0011286975,1.2488661,-0.09509665,-0.045043483,0.008303295,-0.056115285,0.99737316
1432,0.0026250805,1.2489822,-0.096687354,-0.045118473,0.008245692,-0.056977704,0.99732137
1467,0.004210637,1.2496232,-0.09833486,-0.046238907,0.008511623,-0.059107933,0.9971438
1502,0.0059661907,1.2507436,-0.10028923,-0.04764516,0.007080858,-0.06118638,0.9969634
1536,0.0081307795,1.2518523,-0.10279827,-0.047351968,0.0045689223,-0.06361053,0.9968403
1571,0.0113400705,1.2534542,-0.10615511,-0.047003664,0.0042795623,-0.066580884,0.9966641
1605,0.014483459,1.2556189,-0.10947169,-0.049061533,0.0042426237,-0.07151828,0.9962229
1640,0.018494675,1.2580249,-0.11325421,-0.050285943,0.0036517088,-0.07543069,0.9958756
1675,0.023814786,1.2602131,-0.11775569,-0.049190152,0.0038371247,-0.074729376,0.99598247
1709,0.029396484,1.2628344,-0.1221442,-0.05305932,0.003599552,-0.08106345,0.99528915
1744,0.035622306,1.2655916,-0.12634385,-0.054470263,0.0037216495,-0.08571531,0.9948226
1779,0.041807856,1.2674558,-0.13082266,-0.051995628,0.0027657745,-0.085361265,0.99498856
1814,0.04834989,1.269584,-0.13503304,-0.05519156,1.7141698E-5,-0.092078894,0.994221
1849,0.055471987,1.2718198,-0.13999508,-0.055062197,-0.0016316369,-0.09456623,0.99399334
1885,0.06295895,1.2731509,-0.14538105,-0.053984545,-0.0036705039,-0.09657907,0.99385345
1919,0.07193759,1.274777,-0.15062268,-0.054889385,-0.0063190213,-0.10029688,0.99342227
1954,0.08108995,1.2761412,-0.15655558,-0.054579362,-0.0080187,-0.10230011,0.9932228
1989,0.09095457,1.2777591,-0.1627236,-0.05448303,-0.008635805,-0.10484214,0.9929578
